"id","name","types","height","weight","abilities","egg_groups","stats","genus","description"
270,"Lotad","[""grass"", ""water""]",5.00,26.00,"[""own-tempo"", ""rain-dish"", ""swift-swim""]","[""plant"", ""water1""]","{""hp"": 40, ""speed"": 30, ""attack"": 30, ""defense"": 30, ""special-attack"": 40, ""special-defense"": 50}","Water Weed PokÃ©mon","Lotad is said to have dwelled on land before. However, this
PokÃ©mon is thought to have returned to water because the
leaf on its head grew large and heavy. It now lives by floating
atop the water."
271,"Lombre","[""grass"", ""water""]",12.00,325.00,"[""own-tempo"", ""rain-dish"", ""swift-swim""]","[""plant"", ""water1""]","{""hp"": 60, ""speed"": 50, ""attack"": 50, ""defense"": 50, ""special-attack"": 60, ""special-defense"": 70}","Jolly PokÃ©mon","Lombreâ€™s entire body is covered by a slippery, slimy film.
It feels horribly unpleasant to be touched by this PokÃ©monâ€™s
hands. Lombre is often mistaken for a human child."
272,"Ludicolo","[""grass"", ""water""]",15.00,550.00,"[""own-tempo"", ""rain-dish"", ""swift-swim""]","[""plant"", ""water1""]","{""hp"": 80, ""speed"": 70, ""attack"": 70, ""defense"": 70, ""special-attack"": 90, ""special-defense"": 100}","Carefree PokÃ©mon","Upon hearing an upbeat and cheerful rhythm, the cells in
Ludicoloâ€™s body become very energetic and active. Even
in battle, this PokÃ©mon will exhibit an amazing amount
of power."
273,"Seedot","[""grass""]",5.00,40.00,"[""pickpocket"", ""early-bird"", ""chlorophyll""]","[""plant"", ""ground""]","{""hp"": 40, ""speed"": 30, ""attack"": 40, ""defense"": 50, ""special-attack"": 30, ""special-defense"": 30}","Acorn PokÃ©mon","Seedot looks exactly like an acorn when it is dangling from a
tree branch. It startles other PokÃ©mon by suddenly moving.
This PokÃ©mon polishes its body once a day using leaves."
274,"Nuzleaf","[""dark"", ""grass""]",10.00,280.00,"[""pickpocket"", ""early-bird"", ""chlorophyll""]","[""plant"", ""ground""]","{""hp"": 70, ""speed"": 60, ""attack"": 70, ""defense"": 40, ""special-attack"": 60, ""special-defense"": 40}","Wily PokÃ©mon","This PokÃ©mon pulls out the leaf on its head and makes a flute
with it. The sound of Nuzleafâ€™s flute strikes fear and uncertainty
in the hearts of people lost in a forest."
275,"Shiftry","[""dark"", ""grass""]",13.00,596.00,"[""pickpocket"", ""early-bird"", ""chlorophyll""]","[""plant"", ""ground""]","{""hp"": 90, ""speed"": 80, ""attack"": 100, ""defense"": 60, ""special-attack"": 90, ""special-defense"": 60}","Wicked PokÃ©mon","Shiftryâ€™s large fans generate awesome gusts of wind at a
speed close to 100 feet per second. The whipped-up wind
blows anything away. This PokÃ©mon chooses to live quietly
deep in forests."
276,"Taillow","[""flying"", ""normal""]",3.00,23.00,"[""scrappy"", ""guts""]","[""flying""]","{""hp"": 40, ""speed"": 85, ""attack"": 55, ""defense"": 30, ""special-attack"": 30, ""special-defense"": 30}","Tiny Swallow PokÃ©mon","Taillow is youngâ€”it has only just left its nest. As a result,
it sometimes becomes lonesome and cries at night.
This PokÃ©mon feeds on Wurmple that live in forests."
277,"Swellow","[""flying"", ""normal""]",7.00,198.00,"[""scrappy"", ""guts""]","[""flying""]","{""hp"": 60, ""speed"": 125, ""attack"": 85, ""defense"": 60, ""special-attack"": 75, ""special-defense"": 50}","Swallow PokÃ©mon","Swellow is very conscientious about the upkeep of its glossy
wings. Once two Swellow are gathered, they diligently take
care of cleaning each otherâ€™s wings."
278,"Wingull","[""flying"", ""water""]",6.00,95.00,"[""rain-dish"", ""hydration"", ""keen-eye""]","[""flying"", ""water1""]","{""hp"": 40, ""speed"": 85, ""attack"": 30, ""defense"": 30, ""special-attack"": 55, ""special-defense"": 30}","Seagull PokÃ©mon","Fishermen keep an eye out for Wingull in the
sky, because wherever theyâ€™re circling, the
ocean is sure to be teeming with fish PokÃ©mon."
279,"Pelipper","[""flying"", ""water""]",12.00,280.00,"[""rain-dish"", ""drizzle"", ""keen-eye""]","[""flying"", ""water1""]","{""hp"": 60, ""speed"": 65, ""attack"": 50, ""defense"": 100, ""special-attack"": 95, ""special-defense"": 70}","Water Bird PokÃ©mon","Gathering food is the work of young males.
They store food in their capacious beaks and
carry it back to others waiting in the nest."
280,"Ralts","[""fairy"", ""psychic""]",4.00,66.00,"[""telepathy"", ""trace"", ""synchronize""]","[""indeterminate""]","{""hp"": 28, ""speed"": 40, ""attack"": 25, ""defense"": 25, ""special-attack"": 45, ""special-defense"": 35}","Feeling PokÃ©mon","Ralts has the ability to sense the emotions of people. If its
Trainer is in a cheerful mood, this PokÃ©mon grows cheerful
and joyous in the same way."
281,"Kirlia","[""fairy"", ""psychic""]",8.00,202.00,"[""telepathy"", ""trace"", ""synchronize""]","[""indeterminate""]","{""hp"": 38, ""speed"": 50, ""attack"": 35, ""defense"": 35, ""special-attack"": 65, ""special-defense"": 55}","Emotion PokÃ©mon","Kirlia uses the horns on its head to amplify its psychokinetic
power. When the PokÃ©mon uses its power, the air around it
becomes distorted, creating mirages of nonexistent scenery."
282,"Gardevoir","[""fairy"", ""psychic""]",16.00,484.00,"[""telepathy"", ""trace"", ""synchronize""]","[""indeterminate""]","{""hp"": 68, ""speed"": 80, ""attack"": 65, ""defense"": 65, ""special-attack"": 125, ""special-defense"": 115}","Embrace PokÃ©mon","Gardevoir has the psychokinetic power to distort the
dimensions and create a small black hole. This PokÃ©mon
will try to protect its Trainer even at the risk of its own life."
283,"Surskit","[""water"", ""bug""]",5.00,17.00,"[""rain-dish"", ""swift-swim""]","[""bug"", ""water1""]","{""hp"": 40, ""speed"": 65, ""attack"": 30, ""defense"": 32, ""special-attack"": 50, ""special-defense"": 52}","Pond Skater PokÃ©mon","When this PokÃ©mon senses danger, a sweet
fluid oozes from the tip of its head. The taste
of it disgusts bird PokÃ©mon."
284,"Masquerain","[""flying"", ""bug""]",8.00,36.00,"[""unnerve"", ""intimidate""]","[""bug"", ""water1""]","{""hp"": 70, ""speed"": 80, ""attack"": 60, ""defense"": 62, ""special-attack"": 100, ""special-defense"": 82}","Eyeball PokÃ©mon","Its wings and antennae donâ€™t cope well with
moisture. After a rain, it faces sunward to
dry off."
285,"Shroomish","[""grass""]",4.00,45.00,"[""quick-feet"", ""poison-heal"", ""effect-spore""]","[""plant"", ""fairy""]","{""hp"": 60, ""speed"": 35, ""attack"": 40, ""defense"": 60, ""special-attack"": 40, ""special-defense"": 60}","Mushroom PokÃ©mon","If Shroomish senses danger, it shakes its body and scatters
spores from the top of its head. This PokÃ©monâ€™s spores are
so toxic, they make trees and weeds wilt."
286,"Breloom","[""fighting"", ""grass""]",12.00,392.00,"[""technician"", ""poison-heal"", ""effect-spore""]","[""plant"", ""fairy""]","{""hp"": 60, ""speed"": 70, ""attack"": 130, ""defense"": 80, ""special-attack"": 60, ""special-defense"": 60}","Mushroom PokÃ©mon","The seeds ringing Breloomâ€™s tail are made of hardened toxic
spores. It is horrible to eat the seeds. Just taking a bite of this
PokÃ©monâ€™s seed will cause your stomach to rumble."
287,"Slakoth","[""normal""]",8.00,240.00,"[""truant""]","[""ground""]","{""hp"": 60, ""speed"": 30, ""attack"": 60, ""defense"": 60, ""special-attack"": 35, ""special-defense"": 35}","Slacker PokÃ©mon","Slakothâ€™s heart beats just once a minute. Whatever happens,
it is content to loaf around motionless. It is rare to see this
PokÃ©mon in motion."
288,"Vigoroth","[""normal""]",14.00,465.00,"[""vital-spirit""]","[""ground""]","{""hp"": 80, ""speed"": 90, ""attack"": 80, ""defense"": 80, ""special-attack"": 55, ""special-defense"": 55}","Wild Monkey PokÃ©mon","Vigoroth is simply incapable of remaining still. Even when it
tries to sleep, the blood in its veins grows agitated, compelling
this PokÃ©mon to run wild throughout the jungle before it can
settle down."
289,"Slaking","[""normal""]",20.00,1305.00,"[""truant""]","[""ground""]","{""hp"": 150, ""speed"": 100, ""attack"": 160, ""defense"": 100, ""special-attack"": 95, ""special-defense"": 65}","Lazy PokÃ©mon","Wherever Slaking live, rings of over a yard in diameter appear
in grassy fields. They are made by the PokÃ©mon as it eats all
the grass within reach while lying prone on the ground."
290,"Nincada","[""ground"", ""bug""]",5.00,55.00,"[""run-away"", ""compound-eyes""]","[""bug""]","{""hp"": 31, ""speed"": 40, ""attack"": 45, ""defense"": 90, ""special-attack"": 30, ""special-defense"": 30}","Trainee PokÃ©mon","Nincada lives underground. It uses its sharp claws to carve the
roots of trees and absorb moisture and nutrients.
This PokÃ©mon canâ€™t withstand bright sunlight so avoids it."
291,"Ninjask","[""flying"", ""bug""]",8.00,120.00,"[""infiltrator"", ""speed-boost""]","[""bug""]","{""hp"": 61, ""speed"": 160, ""attack"": 90, ""defense"": 45, ""special-attack"": 50, ""special-defense"": 50}","Ninja PokÃ©mon","If Ninjask is not trained properly, it will refuse to obey
the Trainer and cry loudly continuously. Because of this
quality, this PokÃ©mon is said to be one that puts the
Trainerâ€™s abilities to the test."
292,"Shedinja","[""ghost"", ""bug""]",8.00,12.00,"[""wonder-guard""]","[""mineral""]","{""hp"": 1, ""speed"": 40, ""attack"": 90, ""defense"": 45, ""special-attack"": 30, ""special-defense"": 30}","Shed PokÃ©mon","Shedinja is a peculiar PokÃ©mon. It seems to appear unsought
in a PokÃ© Ball after a Nincada evolves. This bizarre PokÃ©mon
is entirely immobileâ€”it doesnâ€™t even breathe."
293,"Whismur","[""normal""]",6.00,163.00,"[""rattled"", ""soundproof""]","[""ground"", ""monster""]","{""hp"": 64, ""speed"": 28, ""attack"": 51, ""defense"": 23, ""special-attack"": 51, ""special-defense"": 23}","Whisper PokÃ©mon","Whismur is very timid. If it starts to cry loudly, it becomes
startled by its own crying and cries even harder. When it finally
stops crying, the PokÃ©mon goes to sleep, all tired out."
294,"Loudred","[""normal""]",10.00,405.00,"[""scrappy"", ""soundproof""]","[""ground"", ""monster""]","{""hp"": 84, ""speed"": 48, ""attack"": 71, ""defense"": 43, ""special-attack"": 71, ""special-defense"": 43}","Big Voice PokÃ©mon","Loudred shouts while stamping its feet. After it finishes
shouting, this PokÃ©mon becomes incapable of hearing
anything for a while. This is considered to be a weak point."
295,"Exploud","[""normal""]",15.00,840.00,"[""scrappy"", ""soundproof""]","[""ground"", ""monster""]","{""hp"": 104, ""speed"": 68, ""attack"": 91, ""defense"": 63, ""special-attack"": 91, ""special-defense"": 73}","Loud Noise PokÃ©mon","Exploud communicates its feelings to the others by emitting
whistle-like sounds from the tubes on its body. This PokÃ©mon
only raises its voice when it is in battle."
296,"Makuhita","[""fighting""]",10.00,864.00,"[""sheer-force"", ""guts"", ""thick-fat""]","[""humanshape""]","{""hp"": 72, ""speed"": 25, ""attack"": 60, ""defense"": 30, ""special-attack"": 20, ""special-defense"": 30}","Guts PokÃ©mon","Their daily routine consists of training together
first thing in the morning, eating and napping in
the afternoon, and then more training afterward."
297,"Hariyama","[""fighting""]",23.00,2538.00,"[""sheer-force"", ""guts"", ""thick-fat""]","[""humanshape""]","{""hp"": 144, ""speed"": 50, ""attack"": 120, ""defense"": 60, ""special-attack"": 40, ""special-defense"": 60}","Arm Thrust PokÃ©mon","They love to compare their freakish strengthâ€”
strength enough to send a truck flying with a
single slap."
298,"Azurill","[""fairy"", ""normal""]",2.00,20.00,"[""sap-sipper"", ""huge-power"", ""thick-fat""]","[""no-eggs""]","{""hp"": 50, ""speed"": 20, ""attack"": 20, ""defense"": 40, ""special-attack"": 20, ""special-defense"": 40}","Polka Dot PokÃ©mon","Azurillâ€™s tail is large and bouncy. It is packed full of the
nutrients this PokÃ©mon needs to grow. Azurill can be seen
bouncing and playing on its big, rubbery tail."
299,"Nosepass","[""rock""]",10.00,970.00,"[""sand-force"", ""magnet-pull"", ""sturdy""]","[""mineral""]","{""hp"": 30, ""speed"": 30, ""attack"": 45, ""defense"": 135, ""special-attack"": 45, ""special-defense"": 90}","Compass PokÃ©mon","It uses powerful magnetism to drag its prey
toward it. Itâ€™s also been known to pull in metal,
which it collects and uses to protect itself."
300,"Skitty","[""normal""]",6.00,110.00,"[""wonder-skin"", ""normalize"", ""cute-charm""]","[""fairy"", ""ground""]","{""hp"": 50, ""speed"": 50, ""attack"": 45, ""defense"": 45, ""special-attack"": 35, ""special-defense"": 35}","Kitten PokÃ©mon","Skitty is known to chase around playfully after its own tail.
In the wild, this PokÃ©mon lives in holes in the trees of forests.
It is very popular as a pet because of its adorable looks."
301,"Delcatty","[""normal""]",11.00,326.00,"[""wonder-skin"", ""normalize"", ""cute-charm""]","[""fairy"", ""ground""]","{""hp"": 70, ""speed"": 90, ""attack"": 65, ""defense"": 65, ""special-attack"": 55, ""special-defense"": 55}","Prim PokÃ©mon","Delcatty sleeps anywhere it wants without keeping a permanent
nest. If other PokÃ©mon approach it as it sleeps, this PokÃ©mon
will never fightâ€”it will just move away somewhere else."
302,"Sableye","[""ghost"", ""dark""]",5.00,110.00,"[""prankster"", ""stall"", ""keen-eye""]","[""humanshape""]","{""hp"": 50, ""speed"": 50, ""attack"": 75, ""defense"": 75, ""special-attack"": 65, ""special-defense"": 65}","Darkness PokÃ©mon","This PokÃ©mon is feared. When its gemstone eyes
begin to glow with a sinister shine, itâ€™s believed
that Sableye will steal peopleâ€™s spirits away."
303,"Mawile","[""fairy"", ""steel""]",6.00,115.00,"[""sheer-force"", ""intimidate"", ""hyper-cutter""]","[""fairy"", ""ground""]","{""hp"": 50, ""speed"": 50, ""attack"": 85, ""defense"": 85, ""special-attack"": 55, ""special-defense"": 55}","Deceiver PokÃ©mon","Donâ€™t be taken in by this PokÃ©monâ€™s cute faceâ€”itâ€™s very
dangerous. Mawile fools the foe into letting down its guard,
then chomps down with its massive jaws. The steel jaws are
really horns that have been transformed."
304,"Aron","[""rock"", ""steel""]",4.00,600.00,"[""heavy-metal"", ""rock-head"", ""sturdy""]","[""monster""]","{""hp"": 50, ""speed"": 30, ""attack"": 70, ""defense"": 100, ""special-attack"": 40, ""special-defense"": 40}","Iron Armor PokÃ©mon","Aron has a body of steel. With one all-out charge, this
PokÃ©mon can demolish even a heavy dump truck.
The destroyed dump truck then becomes a handy meal
for the PokÃ©mon."
305,"Lairon","[""rock"", ""steel""]",9.00,1200.00,"[""heavy-metal"", ""rock-head"", ""sturdy""]","[""monster""]","{""hp"": 60, ""speed"": 40, ""attack"": 90, ""defense"": 140, ""special-attack"": 50, ""special-defense"": 50}","Iron Armor PokÃ©mon","Lairon feeds on iron contained in rocks and water. It makes
its nest on mountains where iron ore is buried. As a result,
the PokÃ©mon often clashes with humans mining the iron ore."
306,"Aggron","[""rock"", ""steel""]",21.00,3600.00,"[""heavy-metal"", ""rock-head"", ""sturdy""]","[""monster""]","{""hp"": 70, ""speed"": 50, ""attack"": 110, ""defense"": 180, ""special-attack"": 60, ""special-defense"": 60}","Iron Armor PokÃ©mon","Aggron is protective of its environment. If its mountain is
ravaged by a landslide or a fire, this PokÃ©mon will haul
topsoil to the area, plant trees, and beautifully restore its
own territory."
307,"Meditite","[""psychic"", ""fighting""]",6.00,112.00,"[""telepathy"", ""pure-power""]","[""humanshape""]","{""hp"": 30, ""speed"": 60, ""attack"": 40, ""defense"": 55, ""special-attack"": 40, ""special-defense"": 55}","Meditate PokÃ©mon","Meditite heightens its inner energy through meditation.
It survives on just one berry a day. Minimal eating is another
aspect of this PokÃ©monâ€™s training."
308,"Medicham","[""psychic"", ""fighting""]",13.00,315.00,"[""telepathy"", ""pure-power""]","[""humanshape""]","{""hp"": 60, ""speed"": 80, ""attack"": 60, ""defense"": 75, ""special-attack"": 60, ""special-defense"": 75}","Meditate PokÃ©mon","Through the power of meditation, Medicham developed its
sixth sense. It gained the ability to use psychokinetic powers.
This PokÃ©mon is known to meditate for a whole month
without eating."
309,"Electrike","[""electric""]",6.00,152.00,"[""minus"", ""lightning-rod"", ""static""]","[""ground""]","{""hp"": 40, ""speed"": 65, ""attack"": 45, ""defense"": 40, ""special-attack"": 65, ""special-defense"": 40}","Lightning PokÃ©mon","Electrike runs faster than the human eye can follow.
The friction from running is converted into electricity,
which is then stored in this PokÃ©monâ€™s fur."
310,"Manectric","[""electric""]",15.00,402.00,"[""minus"", ""lightning-rod"", ""static""]","[""ground""]","{""hp"": 70, ""speed"": 105, ""attack"": 75, ""defense"": 60, ""special-attack"": 105, ""special-defense"": 60}","Discharge PokÃ©mon","Manectric discharges strong electricity from its mane.
The mane is used for collecting electricity in the atmosphere.
This PokÃ©mon creates thunderclouds above its head."
311,"Plusle","[""electric""]",4.00,42.00,"[""lightning-rod"", ""plus""]","[""fairy""]","{""hp"": 60, ""speed"": 95, ""attack"": 50, ""defense"": 40, ""special-attack"": 85, ""special-defense"": 75}","Cheering PokÃ©mon","When Plusle is cheering on its partner, it flashes with electric
sparks from all over its body. If its partner loses, this PokÃ©mon
cries loudly."
312,"Minun","[""electric""]",4.00,42.00,"[""volt-absorb"", ""minus""]","[""fairy""]","{""hp"": 60, ""speed"": 95, ""attack"": 40, ""defense"": 50, ""special-attack"": 75, ""special-defense"": 85}","Cheering PokÃ©mon","Minun loves to cheer on its partner in battle. It gives off sparks
from its body while it is doing so. If its partner is in trouble,
this PokÃ©mon gives off increasing amounts of sparks."
313,"Volbeat","[""bug""]",7.00,177.00,"[""prankster"", ""swarm"", ""illuminate""]","[""humanshape"", ""bug""]","{""hp"": 65, ""speed"": 85, ""attack"": 73, ""defense"": 75, ""special-attack"": 47, ""special-defense"": 85}","Firefly PokÃ©mon","Volbeatâ€™s tail glows like a lightbulb. With other Volbeat,
it uses its tail to draw geometric shapes in the night sky.
This PokÃ©mon loves the sweet aroma given off by Illumise."
314,"Illumise","[""bug""]",6.00,177.00,"[""prankster"", ""tinted-lens"", ""oblivious""]","[""humanshape"", ""bug""]","{""hp"": 65, ""speed"": 85, ""attack"": 47, ""defense"": 75, ""special-attack"": 73, ""special-defense"": 85}","Firefly PokÃ©mon","Illumise leads a flight of illuminated Volbeat to draw signs in
the night sky. This PokÃ©mon is said to earn greater respect
from its peers by composing more complex designs in the sky."
315,"Roselia","[""poison"", ""grass""]",3.00,20.00,"[""leaf-guard"", ""poison-point"", ""natural-cure""]","[""plant"", ""fairy""]","{""hp"": 50, ""speed"": 65, ""attack"": 60, ""defense"": 45, ""special-attack"": 100, ""special-defense"": 80}","Thorn PokÃ©mon","On extremely rare occasions, a Roselia is said to appear with
its flowers in unusual colors. The thorns on this PokÃ©monâ€™s
head contain a vicious poison."
316,"Gulpin","[""poison""]",4.00,103.00,"[""gluttony"", ""sticky-hold"", ""liquid-ooze""]","[""indeterminate""]","{""hp"": 70, ""speed"": 40, ""attack"": 43, ""defense"": 53, ""special-attack"": 43, ""special-defense"": 53}","Stomach PokÃ©mon","Most of Gulpinâ€™s body is made up of its stomachâ€”its heart and
brain are very small in comparison. This PokÃ©monâ€™s stomach
contains special enzymes that dissolve anything."
317,"Swalot","[""poison""]",17.00,800.00,"[""gluttony"", ""sticky-hold"", ""liquid-ooze""]","[""indeterminate""]","{""hp"": 100, ""speed"": 55, ""attack"": 73, ""defense"": 83, ""special-attack"": 73, ""special-defense"": 83}","Poison Bag PokÃ©mon","Swalot has no teeth, so what it eats, it swallows whole, no
matter what. Its cavernous mouth yawns widely. An automobile
tire could easily fit inside this PokÃ©monâ€™s mouth."
318,"Carvanha","[""dark"", ""water""]",8.00,208.00,"[""speed-boost"", ""rough-skin""]","[""water2""]","{""hp"": 45, ""speed"": 65, ""attack"": 90, ""defense"": 20, ""special-attack"": 65, ""special-defense"": 20}","Savage PokÃ©mon","If they scent the faintest trace of blood, they
rush to attack en masse. When alone, theyâ€™re
rather cowardly."
319,"Sharpedo","[""dark"", ""water""]",18.00,888.00,"[""speed-boost"", ""rough-skin""]","[""water2""]","{""hp"": 70, ""speed"": 95, ""attack"": 120, ""defense"": 40, ""special-attack"": 95, ""special-defense"": 40}","Brutal PokÃ©mon","It has a sad history. In the past, its dorsal fin
was a treasured foodstuff, so this PokÃ©mon
became a victim of overfishing."
320,"Wailmer","[""water""]",20.00,1300.00,"[""pressure"", ""oblivious"", ""water-veil""]","[""water2"", ""ground""]","{""hp"": 130, ""speed"": 60, ""attack"": 70, ""defense"": 35, ""special-attack"": 70, ""special-defense"": 35}","Ball Whale PokÃ©mon","It shows off by spraying jets of seawater from
the nostrils above its eyes. It eats a solid ton of
Wishiwashi every day."
321,"Wailord","[""water""]",145.00,3980.00,"[""pressure"", ""oblivious"", ""water-veil""]","[""water2"", ""ground""]","{""hp"": 170, ""speed"": 60, ""attack"": 90, ""defense"": 45, ""special-attack"": 90, ""special-defense"": 45}","Float Whale PokÃ©mon","Its immense size is the reason for its popularity.
Wailord watching is a favorite sightseeing
activity in various parts of the world."
322,"Numel","[""ground"", ""fire""]",7.00,240.00,"[""own-tempo"", ""simple"", ""oblivious""]","[""ground""]","{""hp"": 60, ""speed"": 35, ""attack"": 60, ""defense"": 40, ""special-attack"": 65, ""special-defense"": 45}","Numb PokÃ©mon","Numel stores magma of almost 2,200 degrees Fahrenheit
within its body. If it gets wet, the magma cools and hardens.
In that event, the PokÃ©monâ€™s body grows heavy and its
movements become sluggish."
323,"Camerupt","[""ground"", ""fire""]",19.00,2200.00,"[""anger-point"", ""solid-rock"", ""magma-armor""]","[""ground""]","{""hp"": 70, ""speed"": 40, ""attack"": 100, ""defense"": 70, ""special-attack"": 105, ""special-defense"": 75}","Eruption PokÃ©mon","The humps on Cameruptâ€™s back are formed by a transformation
of its bones. They sometimes blast out molten magma.
This PokÃ©mon apparently erupts often when it is enraged."
324,"Torkoal","[""fire""]",5.00,804.00,"[""shell-armor"", ""drought"", ""white-smoke""]","[""ground""]","{""hp"": 70, ""speed"": 20, ""attack"": 85, ""defense"": 140, ""special-attack"": 85, ""special-defense"": 70}","Coal PokÃ©mon","If the fire burning within its shell goes out, it will
die. Those who wish to raise one in their home
must always keep something flammable at hand."
325,"Spoink","[""psychic""]",7.00,306.00,"[""gluttony"", ""own-tempo"", ""thick-fat""]","[""ground""]","{""hp"": 60, ""speed"": 60, ""attack"": 25, ""defense"": 35, ""special-attack"": 70, ""special-defense"": 80}","Bounce PokÃ©mon","Spoink keeps a pearl on top of its head. The pearl functions to
amplify this PokÃ©monâ€™s psychokinetic powers. It is therefore on
a constant search for a bigger pearl."
326,"Grumpig","[""psychic""]",9.00,715.00,"[""gluttony"", ""own-tempo"", ""thick-fat""]","[""ground""]","{""hp"": 80, ""speed"": 80, ""attack"": 45, ""defense"": 65, ""special-attack"": 90, ""special-defense"": 110}","Manipulate PokÃ©mon","Grumpig uses the black pearls on its body to wield
its fantastic powers. When it is doing so, it dances bizarrely.
This PokÃ©monâ€™s black pearls are valuable as works of art."
327,"Spinda","[""normal""]",11.00,50.00,"[""contrary"", ""tangled-feet"", ""own-tempo""]","[""humanshape"", ""ground""]","{""hp"": 60, ""speed"": 60, ""attack"": 60, ""defense"": 60, ""special-attack"": 60, ""special-defense"": 60}","Spot Panda PokÃ©mon","Each and every Spinda has a slightly different
configuration of spots. There are collectors who
enjoy the tiny differences in their spot patterns."
328,"Trapinch","[""ground""]",7.00,150.00,"[""sheer-force"", ""arena-trap"", ""hyper-cutter""]","[""bug""]","{""hp"": 45, ""speed"": 10, ""attack"": 100, ""defense"": 45, ""special-attack"": 45, ""special-defense"": 45}","Ant Pit PokÃ©mon","As it digs through the sand, its giant jaws
crush any rocks that obstruct its path. It builds
a funnel-shaped nest."
329,"Vibrava","[""dragon"", ""ground""]",11.00,153.00,"[""levitate""]","[""bug""]","{""hp"": 50, ""speed"": 70, ""attack"": 70, ""defense"": 50, ""special-attack"": 50, ""special-defense"": 50}","Vibration PokÃ©mon","To help make its wings grow, it dissolves
quantities of prey in its digestive juices and
guzzles them down every day."
330,"Flygon","[""dragon"", ""ground""]",20.00,820.00,"[""levitate""]","[""bug""]","{""hp"": 80, ""speed"": 100, ""attack"": 100, ""defense"": 80, ""special-attack"": 80, ""special-defense"": 80}","Mystic PokÃ©mon","This PokÃ©mon hides in the heart of sandstorms
it creates and seldom appears where people
can see it."
331,"Cacnea","[""grass""]",4.00,513.00,"[""water-absorb"", ""sand-veil""]","[""humanshape"", ""plant""]","{""hp"": 50, ""speed"": 35, ""attack"": 85, ""defense"": 40, ""special-attack"": 85, ""special-defense"": 40}","Cactus PokÃ©mon","The more arid and harsh the environment, the more pretty and
fragrant a flower Cacnea grows. This PokÃ©mon battles by
wildly swinging its thorny arms."
332,"Cacturne","[""dark"", ""grass""]",13.00,774.00,"[""water-absorb"", ""sand-veil""]","[""humanshape"", ""plant""]","{""hp"": 70, ""speed"": 55, ""attack"": 115, ""defense"": 60, ""special-attack"": 115, ""special-defense"": 60}","Scarecrow PokÃ©mon","If a traveler is going through a desert in the thick of night,
Cacturne will follow in a ragtag group. The PokÃ©mon are
biding their time, waiting for the traveler to tire and become
incapable of moving."
333,"Swablu","[""flying"", ""normal""]",4.00,12.00,"[""cloud-nine"", ""natural-cure""]","[""dragon"", ""flying""]","{""hp"": 45, ""speed"": 50, ""attack"": 40, ""defense"": 60, ""special-attack"": 40, ""special-defense"": 75}","Cotton Bird PokÃ©mon","Swablu loves to make things clean. If it spots something dirty,
it will wipe and polish it with its cottony wings. If its wings
become dirty, this PokÃ©mon finds a stream and showers itself."
334,"Altaria","[""flying"", ""dragon""]",11.00,206.00,"[""cloud-nine"", ""natural-cure""]","[""dragon"", ""flying""]","{""hp"": 75, ""speed"": 80, ""attack"": 70, ""defense"": 90, ""special-attack"": 70, ""special-defense"": 105}","Humming PokÃ©mon","Altaria sings in a gorgeous soprano. Its wings are like cotton
clouds. This PokÃ©mon catches updrafts with its buoyant wings
and soars way up into the wild blue yonder."
335,"Zangoose","[""normal""]",13.00,403.00,"[""toxic-boost"", ""immunity""]","[""ground""]","{""hp"": 73, ""speed"": 90, ""attack"": 115, ""defense"": 60, ""special-attack"": 60, ""special-defense"": 60}","Cat Ferret PokÃ©mon","Zangoose usually stays on all fours, but when angered, it gets
up on its hind legs and extends its claws. This PokÃ©mon shares
a bitter rivalry with Seviper that dates back over generations."
336,"Seviper","[""poison""]",27.00,525.00,"[""infiltrator"", ""shed-skin""]","[""dragon"", ""ground""]","{""hp"": 73, ""speed"": 65, ""attack"": 100, ""defense"": 60, ""special-attack"": 100, ""special-defense"": 60}","Fang Snake PokÃ©mon","Seviperâ€™s swordlike tail serves two purposesâ€”it slashes foes
and douses them with secreted poison. This PokÃ©mon will not
give up its long-running blood feud with Zangoose."
337,"Lunatone","[""psychic"", ""rock""]",10.00,1680.00,"[""levitate""]","[""mineral""]","{""hp"": 90, ""speed"": 70, ""attack"": 55, ""defense"": 65, ""special-attack"": 95, ""special-defense"": 85}","Meteorite PokÃ©mon","Lunatone becomes active around the time of the full moon.
Instead of walking, it moves by floating in midair.
The PokÃ©monâ€™s intimidating red eyes cause all those who
see it to become transfixed with fear."
338,"Solrock","[""psychic"", ""rock""]",12.00,1540.00,"[""levitate""]","[""mineral""]","{""hp"": 90, ""speed"": 70, ""attack"": 95, ""defense"": 85, ""special-attack"": 55, ""special-defense"": 65}","Meteorite PokÃ©mon","Sunlight is the source of Solrockâ€™s power. It is said to possess
the ability to read the emotions of others. This PokÃ©mon gives
off intense heat while rotating its body."
339,"Barboach","[""ground"", ""water""]",4.00,19.00,"[""hydration"", ""anticipation"", ""oblivious""]","[""water2""]","{""hp"": 50, ""speed"": 60, ""attack"": 48, ""defense"": 43, ""special-attack"": 46, ""special-defense"": 41}","Whiskers PokÃ©mon","Its slippery body is hard to grasp, so much so
that there are festivals where people compete
to see how many they can catch barehanded."
340,"Whiscash","[""ground"", ""water""]",9.00,236.00,"[""hydration"", ""anticipation"", ""oblivious""]","[""water2""]","{""hp"": 110, ""speed"": 60, ""attack"": 78, ""defense"": 73, ""special-attack"": 76, ""special-defense"": 71}","Whiskers PokÃ©mon","Sighting Whiscash leaping from the water
is believed to herald an earthquake."
